"File","MLP_macro","MLP_micro","MLP_weighted","LR_macro","LR_micro","LR_weighted","DT_macro","DT_micro","DT_weighted","SVC_macro","SVC_micro","SVC_weighted","Max","Average","Averag2"
"/home/d19125691/Documents/Experiments/ontologyDCQ/onto-DCQ-FS_git/optimalalphabeta/dfmrr_bin_evaluation/dffmrr0.08_0.0.csv",0.318627450980392,0.571428571428571,0.653781512605042,0.320181405895692,0.542857142857143,0.597784256559767,0.242424242424242,0.571428571428571,0.727272727272727,0.328502415458937,0.514285714285714,0.541614906832298,0.727272727272727,0.494182409835758,0.590056675408729
"/home/d19125691/Documents/Experiments/ontologyDCQ/onto-DCQ-FS_git/optimalalphabeta/dfmrr_bin_evaluation/dffmrr0.08_0.02.csv",0.286612758310872,0.571428571428571,0.684174046977281,0.242424242424242,0.571428571428571,0.727272727272727,0.296118447378952,0.514285714285714,0.574721317098268,0.368253968253968,0.514285714285714,0.519183673469388,0.727272727272727,0.489182479384523,0.584597542030779
"/home/d19125691/Documents/Experiments/ontologyDCQ/onto-DCQ-FS_git/optimalalphabeta/dfmrr_bin_evaluation/dffmrr0.08_0.04.csv",0.234567901234568,0.542857142857143,0.703703703703704,0.234567901234568,0.542857142857143,0.703703703703704,0.234567901234568,0.542857142857143,0.703703703703704,0.234567901234568,0.542857142857143,0.703703703703704,0.703703703703704,0.493709582598471,0.623280423280424
"/home/d19125691/Documents/Experiments/ontologyDCQ/onto-DCQ-FS_git/optimalalphabeta/dfmrr_bin_evaluation/dffmrr0.06_0.1.csv",0.348939575830332,0.571428571428571,0.645172354656148,0.234567901234568,0.542857142857143,0.703703703703704,0.234567901234568,0.542857142857143,0.703703703703704,0.234567901234568,0.542857142857143,0.703703703703704,0.703703703703704,0.500743895441775,0.619535433220908
"/home/d19125691/Documents/Experiments/ontologyDCQ/onto-DCQ-FS_git/optimalalphabeta/dfmrr_bin_evaluation/dffmrr0.06_0.08.csv",0.234567901234568,0.542857142857143,0.703703703703704,0.234567901234568,0.542857142857143,0.703703703703704,0.234567901234568,0.542857142857143,0.703703703703704,0.318518518518518,0.457142857142857,0.507936507936508,0.703703703703704,0.477248677248677,0.588095238095238
"/home/d19125691/Documents/Experiments/ontologyDCQ/onto-DCQ-FS_git/optimalalphabeta/dfmrr_bin_evaluation/dffmrr0.0_0.0.csv",0.226415094339623,0.514285714285714,0.679245283018868,0.226415094339623,0.514285714285714,0.679245283018868,0.226415094339623,0.514285714285714,0.679245283018868,0.226415094339623,0.514285714285714,0.679245283018868,0.679245283018868,0.473315363881402,0.596765498652291
"/home/d19125691/Documents/Experiments/ontologyDCQ/onto-DCQ-FS_git/optimalalphabeta/dfmrr_bin_evaluation/dffmrr0.08_0.06.csv",0.226415094339623,0.514285714285714,0.679245283018868,0.226415094339623,0.514285714285714,0.679245283018868,0.226415094339623,0.514285714285714,0.679245283018868,0.226415094339623,0.514285714285714,0.679245283018868,0.679245283018868,0.473315363881402,0.596765498652291
"/home/d19125691/Documents/Experiments/ontologyDCQ/onto-DCQ-FS_git/optimalalphabeta/dfmrr_bin_evaluation/dffmrr0.06_0.04.csv",0.465130568356375,0.657142857142857,0.677761685319289,0.226415094339623,0.514285714285714,0.679245283018868,0.388552188552188,0.6,0.652467532467532,0.432611832611833,0.485714285714286,0.479752628324057,0.679245283018868,0.521589972511052,0.593296248284075
"/home/d19125691/Documents/Experiments/ontologyDCQ/onto-DCQ-FS_git/optimalalphabeta/dfmrr_bin_evaluation/dffmrr0.08_0.08.csv",0.26984126984127,0.514285714285714,0.636734693877551,0.226415094339623,0.514285714285714,0.679245283018868,0.26984126984127,0.514285714285714,0.636734693877551,0.226415094339623,0.514285714285714,0.679245283018868,0.679245283018868,0.473467961608123,0.586137851366962
"/home/d19125691/Documents/Experiments/ontologyDCQ/onto-DCQ-FS_git/optimalalphabeta/dfmrr_bin_evaluation/dffmrr0.04_0.0.csv",0.217948717948718,0.485714285714286,0.653846153846154,0.217948717948718,0.485714285714286,0.653846153846154,0.332213512504666,0.542857142857143,0.628699408094705,0.217948717948718,0.485714285714286,0.653846153846154,0.653846153846154,0.464691461331999,0.573779733704146
"/home/d19125691/Documents/Experiments/ontologyDCQ/onto-DCQ-FS_git/optimalalphabeta/dfmrr_bin_evaluation/dffmrr0.02_0.0.csv",0.217948717948718,0.485714285714286,0.653846153846154,0.217948717948718,0.485714285714286,0.653846153846154,0.217948717948718,0.485714285714286,0.653846153846154,0.217948717948718,0.485714285714286,0.653846153846154,0.653846153846154,0.452503052503053,0.56978021978022
"/home/d19125691/Documents/Experiments/ontologyDCQ/onto-DCQ-FS_git/optimalalphabeta/dfmrr_bin_evaluation/dffmrr0.04_0.02.csv",0.217948717948718,0.485714285714286,0.653846153846154,0.217948717948718,0.485714285714286,0.653846153846154,0.217948717948718,0.485714285714286,0.653846153846154,0.296296296296296,0.514285714285714,0.615873015873016,0.653846153846154,0.458248541581875,0.568605006105006
"/home/d19125691/Documents/Experiments/ontologyDCQ/onto-DCQ-FS_git/optimalalphabeta/dfmrr_bin_evaluation/dffmrr0.02_0.02.csv",0.217948717948718,0.485714285714286,0.653846153846154,0.217948717948718,0.485714285714286,0.653846153846154,0.287414965986395,0.457142857142857,0.581195335276968,0.217948717948718,0.485714285714286,0.653846153846154,0.653846153846154,0.449856719244474,0.557127438887643
