"File","MLP_macro","MLP_micro","MLP_weighted","LR_macro","LR_micro","LR_weighted","DT_macro","DT_micro","DT_weighted","SVC_macro","SVC_micro","SVC_weighted","Max","Average","Average2","Average weighted","Average micro","Average macro"
"/home/d19125691/Documents/Experiments/ontologyDCQ/onto-DCQ-FS_git/optimalalphabeta/dfwrr_cont/dffwrr0.06_0.02.csv",0.279699248120301,0.514285714285714,0.557107053347655,0.408928571428571,0.628571428571429,0.689183673469388,0.15,0.428571428571429,0.6,0.359090909090909,0.542857142857143,0.548701298701299,0.689183673469388,0.475583039036986,0.563659717475507,0.598748006379586,0.528571428571429,0.299429682159945
"/home/d19125691/Documents/Experiments/ontologyDCQ/onto-DCQ-FS_git/optimalalphabeta/dfwrr_cont/dffwrr0.08_0.06.csv",0.256556346878927,0.428571428571429,0.425543120473996,0.166769230769231,0.514285714285714,0.649934065934066,0.130769230769231,0.485714285714286,0.653846153846154,0.374658187599364,0.542857142857143,0.553645241880536,0.653846153846154,0.431929179131673,0.531799644195415,0.570742145533688,0.492857142857143,0.232188249004188
"/home/d19125691/Documents/Experiments/ontologyDCQ/onto-DCQ-FS_git/optimalalphabeta/dfwrr_cont/dffwrr0.06_0.1.csv",0.288102609464839,0.514285714285714,0.543817527010804,0.133333333333333,0.457142857142857,0.552380952380952,0.140740740740741,0.542857142857143,0.703703703703704,0.248681318681319,0.457142857142857,0.476028257456829,0.703703703703704,0.421518084516758,0.530919876497608,0.568982610138072,0.492857142857143,0.202714500555058
"/home/d19125691/Documents/Experiments/ontologyDCQ/onto-DCQ-FS_git/optimalalphabeta/dfwrr_cont/dffwrr0.06_0.0.csv",0.266623376623377,0.485714285714286,0.510482374768089,0.34954233409611,0.628571428571429,0.71010134030729,0.262061403508772,0.485714285714286,0.557894736842105,0.197222222222222,0.4,0.478571428571429,0.71010134030729,0.444374934744949,0.532131235061114,0.564262470122228,0.5,0.26886233411262
"/home/d19125691/Documents/Experiments/ontologyDCQ/onto-DCQ-FS_git/optimalalphabeta/dfwrr_cont/dffwrr0.06_0.04.csv",0.236842105263158,0.514285714285714,0.524812030075188,0.240277777777778,0.514285714285714,0.597460317460318,0.281838316722038,0.542857142857143,0.606169909824395,0.176829268292683,0.4,0.470557491289199,0.606169909824395,0.425517982344444,0.521303540009709,0.549749937162275,0.492857142857143,0.233946867013914
"/home/d19125691/Documents/Experiments/ontologyDCQ/onto-DCQ-FS_git/optimalalphabeta/dfwrr_cont/dffwrr0.04_0.1.csv",0.227236164736165,0.485714285714286,0.515650854936569,0.187399355877617,0.485714285714286,0.568564527260179,0.113207547169811,0.514285714285714,0.679245283018868,0.153116531165312,0.371428571428571,0.394192799070848,0.679245283018868,0.391312993364852,0.501849540178665,0.539413366071616,0.464285714285714,0.170239899737226
"/home/d19125691/Documents/Experiments/ontologyDCQ/onto-DCQ-FS_git/optimalalphabeta/dfwrr_cont/dffwrr0.08_0.04.csv",0.179487179487179,0.4,0.405128205128205,0.201142857142857,0.571428571428571,0.682775510204082,0.202714932126697,0.571428571428571,0.683128636069813,0.175555555555556,0.371428571428571,0.344761904761905,0.683128636069813,0.399081707896834,0.503759996306215,0.528948564041001,0.478571428571428,0.189725131078072
"/home/d19125691/Documents/Experiments/ontologyDCQ/onto-DCQ-FS_git/optimalalphabeta/dfwrr_cont/dffwrr0.06_0.08.csv",0.21,0.457142857142857,0.511428571428571,0.130434782608696,0.428571428571429,0.521739130434783,0.198787878787879,0.514285714285714,0.608831168831169,0.252014652014652,0.428571428571429,0.420722135007849,0.608831168831169,0.390210812307086,0.486411554284225,0.515680251425593,0.457142857142857,0.197809328352807
"/home/d19125691/Documents/Experiments/ontologyDCQ/onto-DCQ-FS_git/optimalalphabeta/dfwrr_cont/dffwrr0.08_0.0.csv",0.18859649122807,0.485714285714286,0.478947368421053,0.271111111111111,0.657142857142857,0.724444444444444,0.247619047619048,0.542857142857143,0.549659863945578,0.2567977915804,0.342857142857143,0.294102336586809,0.724444444444444,0.419987490292328,0.509465680246164,0.511788503349471,0.507142857142857,0.241031110384657
"/home/d19125691/Documents/Experiments/ontologyDCQ/onto-DCQ-FS_git/optimalalphabeta/dfwrr_cont/dffwrr0.04_0.02.csv",0.255507455507455,0.4,0.422890125747269,0.249727668845316,0.542857142857143,0.6296918767507,0.172727272727273,0.457142857142857,0.595844155844156,0.203787878787879,0.371428571428571,0.398354978354978,0.6296918767507,0.391663331999466,0.477276213515709,0.511695284174276,0.442857142857143,0.220437568966981
"/home/d19125691/Documents/Experiments/ontologyDCQ/onto-DCQ-FS_git/optimalalphabeta/dfwrr_cont/dffwrr0.08_0.08.csv",0.195373048004627,0.371428571428571,0.402445674626126,0.202666666666667,0.542857142857143,0.660190476190476,0.182142857142857,0.485714285714286,0.586224489795918,0.317142857142857,0.371428571428571,0.394557823129252,0.660190476190476,0.392681038677279,0.476855879396293,0.510854615935443,0.442857142857143,0.224331357239252
"/home/d19125691/Documents/Experiments/ontologyDCQ/onto-DCQ-FS_git/optimalalphabeta/dfwrr_cont/dffwrr0.1_0.02.csv",0.288205128205128,0.485714285714286,0.511062271062271,0.244588744588745,0.457142857142857,0.506246134817563,0.187301587301587,0.4,0.468934240362812,0.25,0.457142857142857,0.547619047619048,0.547619047619048,0.400329762829763,0.479232711732712,0.508465423465424,0.45,0.242523865023865
