"File","MLP_macro","MLP_micro","MLP_weighted","LR_macro","LR_micro","LR_weighted","DT_macro","DT_micro","DT_weighted","SVC_macro","SVC_micro","SVC_weighted","Max","Average","Average2"
"/home/d19125691/Documents/Experiments/ontologyDCQ/onto-DCQ-FS_git/optimalalphabeta/dearr_cont/dfearr0.0_0.0.csv",0.399352585399097,0.485714285714286,0.47298747763864,0.235294117647059,0.514285714285714,0.564705882352941,0.264367816091954,0.657142857142857,0.793103448275862,0.379296066252588,0.514285714285714,0.519183673469388,0.793103448275862,0.483309969879675,0.565176131645675
"/home/d19125691/Documents/Experiments/ontologyDCQ/onto-DCQ-FS_git/optimalalphabeta/dearr_cont/dfearr0.06_0.1.csv",0.432280701754386,0.6,0.597052631578947,0.342403628117914,0.571428571428571,0.652672497570457,0.514714714714715,0.742857142857143,0.775392535392535,0.446666666666667,0.628571428571429,0.641142857142857,0.775392535392535,0.578765281316302,0.651139708067742
"/home/d19125691/Documents/Experiments/ontologyDCQ/onto-DCQ-FS_git/optimalalphabeta/dearr_cont/dfearr0.08_0.0.csv",0.554185463659148,0.657142857142857,0.647493018259935,0.503565891472868,0.742857142857143,0.772518272425249,0.217948717948718,0.485714285714286,0.653846153846154,0.563888888888889,0.628571428571429,0.625952380952381,0.772518272425249,0.587807041811588,0.651761942471179
"/home/d19125691/Documents/Experiments/ontologyDCQ/onto-DCQ-FS_git/optimalalphabeta/dearr_cont/dfearr0.06_0.0.csv",0.387309550353029,0.457142857142857,0.478770504857461,0.507518796992481,0.714285714285714,0.75499462943072,0.430569105691057,0.628571428571429,0.687554006968641,0.456832298136646,0.542857142857143,0.569582963620231,0.75499462943072,0.551332416575617,0.604219905966775
"/home/d19125691/Documents/Experiments/ontologyDCQ/onto-DCQ-FS_git/optimalalphabeta/dearr_cont/dfearr0.06_0.02.csv",0.644444444444444,0.742857142857143,0.748571428571429,0.50332383665717,0.714285714285714,0.737484737484738,0.651851851851852,0.714285714285714,0.720634920634921,0.412292358803987,0.514285714285714,0.559231134314191,0.748571428571429,0.638629083206418,0.681454563339945
"/home/d19125691/Documents/Experiments/ontologyDCQ/onto-DCQ-FS_git/optimalalphabeta/dearr_cont/dfearr0.04_0.0.csv",0.569444444444444,0.657142857142857,0.657142857142857,0.452510586811857,0.657142857142857,0.69038112522686,0.495818399044205,0.714285714285714,0.746646185355863,0.495251661918329,0.514285714285714,0.528083028083028,0.746646185355863,0.598177952573715,0.645638792333219
"/home/d19125691/Documents/Experiments/ontologyDCQ/onto-DCQ-FS_git/optimalalphabeta/dearr_cont/dfearr0.04_0.02.csv",0.575268817204301,0.6,0.605069124423963,0.493358633776091,0.685714285714286,0.739062076443481,0.432280701754386,0.6,0.649263157894737,0.509665621734587,0.6,0.62115987460815,0.739062076443481,0.592570191129499,0.637533564885577
"/home/d19125691/Documents/Experiments/ontologyDCQ/onto-DCQ-FS_git/optimalalphabeta/dearr_cont/dfearr0.02_0.02.csv",0.421212121212121,0.514285714285714,0.545324675324675,0.53968253968254,0.657142857142857,0.699319727891157,0.522695627958786,0.628571428571429,0.655567490153956,0.361742424242424,0.4,0.390422077922078,0.699319727891157,0.527997223698978,0.561329246411483
"/home/d19125691/Documents/Experiments/ontologyDCQ/onto-DCQ-FS_git/optimalalphabeta/dearr_cont/dfearr0.08_0.06.csv",0.52124183006536,0.571428571428571,0.557142857142857,0.31,0.542857142857143,0.655428571428571,0.290909090909091,0.428571428571429,0.456623376623377,0.571729323308271,0.685714285714286,0.69931686358754,0.69931686358754,0.524246945136374,0.574635387169222
"/home/d19125691/Documents/Experiments/ontologyDCQ/onto-DCQ-FS_git/optimalalphabeta/dearr_cont/dfearr0.06_0.04.csv",0.477299880525687,0.685714285714286,0.695852534562212,0.500721500721501,0.6,0.618800247371676,0.275,0.485714285714286,0.564285714285714,0.353934481594056,0.571428571428571,0.629439861050803,0.695852534562212,0.538182613580733,0.606404437515944
"/home/d19125691/Documents/Experiments/ontologyDCQ/onto-DCQ-FS_git/optimalalphabeta/dearr_cont/dfearr0.04_0.04.csv",0.527076318742985,0.571428571428571,0.575625300625301,0.561904761904762,0.657142857142857,0.685714285714286,0.40891675374434,0.542857142857143,0.577280191073295,0.512962962962963,0.571428571428571,0.606825396825397,0.685714285714286,0.566596926204206,0.598537789636928
"/home/d19125691/Documents/Experiments/ontologyDCQ/onto-DCQ-FS_git/optimalalphabeta/dearr_cont/dfearr0.08_0.04.csv",0.41031941031941,0.485714285714286,0.468234468234468,0.318627450980392,0.571428571428571,0.679831932773109,0.471509971509972,0.628571428571429,0.608791208791209,0.430555555555556,0.542857142857143,0.497619047619048,0.679831932773109,0.509505039529549,0.560381010748658
"/home/d19125691/Documents/Experiments/ontologyDCQ/onto-DCQ-FS_git/optimalalphabeta/dearr_cont/dfearr0.06_0.06.csv",0.465300465300465,0.542857142857143,0.537994823709109,0.365128205128205,0.514285714285714,0.506373626373626,0.226415094339623,0.514285714285714,0.679245283018868,0.392496392496392,0.514285714285714,0.471985157699443,0.679245283018868,0.477554444481668,0.535164147064416
"/home/d19125691/Documents/Experiments/ontologyDCQ/onto-DCQ-FS_git/optimalalphabeta/dearr_cont/dfearr0.02_0.0.csv",0.382998559199932,0.457142857142857,0.465540663252334,0.603174603174603,0.657142857142857,0.677551020408163,0.468181818181818,0.571428571428571,0.591298701298701,0.46031746031746,0.571428571428571,0.604081632653061,0.677551020408163,0.542523942969078,0.57445185934439
