"File","MLP_macro","MLP_micro","MLP_weighted","LR_macro","LR_micro","LR_weighted","DT_macro","DT_micro","DT_weighted","SVC_macro","SVC_micro","SVC_weighted"
"/home/d19125691/Documents/Experiments/ontologyDCQ/FeatureSelectionRecommendation/clusteredFiles/dearr0.1_0.02.csv",0.44169696969697,0.542857142857143,0.560831168831169,0.284835164835165,0.485714285714286,0.551020408163265,0.285015873015873,0.485714285714286,0.541659863945578,0.267009215829543,0.371428571428571,0.412269814706942
"/home/d19125691/Documents/Experiments/ontologyDCQ/FeatureSelectionRecommendation/clusteredFiles/dearr0.06_0.06.csv",0.413333333333333,0.485714285714286,0.508571428571428,0.436491228070175,0.457142857142857,0.484511278195489,0.26980426980427,0.371428571428571,0.397684854827712,0.330846560846561,0.371428571428571,0.381133786848073
"/home/d19125691/Documents/Experiments/ontologyDCQ/FeatureSelectionRecommendation/clusteredFiles/dearr0.08_0.1.csv",0.384922244759973,0.457142857142857,0.489152902540327,0.295555555555555,0.428571428571429,0.495238095238095,0.169090909090909,0.314285714285714,0.372987012987013,0.306558704453441,0.4,0.486338924233661
"/home/d19125691/Documents/Experiments/ontologyDCQ/FeatureSelectionRecommendation/clusteredFiles/dearr0.1_0.1.csv",0.273863636363636,0.485714285714286,0.565584415584416,0.281430934656741,0.371428571428571,0.402711804324708,0.334141414141414,0.371428571428571,0.398441558441558,0.232888888888889,0.314285714285714,0.359619047619048
"/home/d19125691/Documents/Experiments/ontologyDCQ/FeatureSelectionRecommendation/clusteredFiles/dearr0.06_0.02.csv",0.345523809523809,0.4,0.394394557823129,0.362450592885375,0.457142857142857,0.462845849802371,0.28007548007548,0.4,0.399980971409543,0.313939393939394,0.485714285714286,0.521038961038961
"/home/d19125691/Documents/Experiments/ontologyDCQ/FeatureSelectionRecommendation/clusteredFiles/dearr0.06_0.0.csv",0.335045948203843,0.457142857142857,0.452088554720134,0.38952380952381,0.542857142857143,0.59156462585034,0.201388888888889,0.428571428571429,0.50515873015873,0.27217316017316,0.342857142857143,0.383599257884972
"/home/d19125691/Documents/Experiments/ontologyDCQ/FeatureSelectionRecommendation/clusteredFiles/dearr0.1_0.0.csv",0.229090909090909,0.371428571428571,0.398441558441558,0.291297208538588,0.485714285714286,0.539854562514661,0.351396011396011,0.457142857142857,0.479324379324379,0.255266955266955,0.314285714285714,0.346608946608947
"/home/d19125691/Documents/Experiments/ontologyDCQ/FeatureSelectionRecommendation/clusteredFiles/dearr0.08_0.06.csv",0.345090311986864,0.485714285714286,0.526783954961295,0.251802232854864,0.342857142857143,0.377771701982228,0.306071964017991,0.514285714285714,0.569404583422574,0.208613225854605,0.314285714285714,0.349674791546713
"/home/d19125691/Documents/Experiments/ontologyDCQ/FeatureSelectionRecommendation/clusteredFiles/dearr0.06_0.08.csv",0.416376286585015,0.514285714285714,0.574218191675497,0.355922459893048,0.4,0.431802902979374,0.312334682860999,0.457142857142857,0.469941006362059,0.432251082251082,0.457142857142857,0.463141620284477
"/home/d19125691/Documents/Experiments/ontologyDCQ/FeatureSelectionRecommendation/clusteredFiles/dearr0.1_0.06.csv",0.268856304985337,0.428571428571429,0.471051529116045,0.295657894736842,0.4,0.442631578947368,0.322285714285714,0.514285714285714,0.565877551020408,0.234227994227994,0.371428571428571,0.435200989486704
"/home/d19125691/Documents/Experiments/ontologyDCQ/FeatureSelectionRecommendation/clusteredFiles/dearr0.1_0.04.csv",0.374960127591706,0.485714285714286,0.51326042378674,0.325952380952381,0.428571428571429,0.484353741496599,0.217777777777778,0.371428571428571,0.423492063492064,0.152321981424149,0.342857142857143,0.438036267138434
"/home/d19125691/Documents/Experiments/ontologyDCQ/FeatureSelectionRecommendation/clusteredFiles/dearr0.06_0.1.csv",0.320702754036087,0.428571428571429,0.444835164835165,0.363860124695039,0.428571428571429,0.461473879874531,0.387184885290148,0.485714285714286,0.494264893001735,0.342857142857143,0.4,0.416326530612245
"/home/d19125691/Documents/Experiments/ontologyDCQ/FeatureSelectionRecommendation/clusteredFiles/dearr0.08_0.04.csv",0.190922487474212,0.342857142857143,0.38674582122858,0.339521531100478,0.4,0.433410799726589,0.335714285714286,0.485714285714286,0.532312925170068,0.238432066018273,0.314285714285714,0.340221464359395
"/home/d19125691/Documents/Experiments/ontologyDCQ/FeatureSelectionRecommendation/clusteredFiles/dearr0.1_0.08.csv",0.353963423146726,0.485714285714286,0.530186474142917,0.274597931779596,0.371428571428571,0.413799307653298,0.420182116733841,0.514285714285714,0.553899302667776,0.232136752136752,0.342857142857143,0.390622710622711
"/home/d19125691/Documents/Experiments/ontologyDCQ/FeatureSelectionRecommendation/clusteredFiles/dearr0.08_0.02.csv",0.316666666666667,0.542857142857143,0.592857142857143,0.26945054945055,0.457142857142857,0.517425431711146,0.356659765355418,0.457142857142857,0.474613033619245,0.314055944055944,0.428571428571429,0.422927072927073
