"File","FeatureAlgo","Accuracy","Time","NumFeatures"
"wine.data","GR",0.916666666666667,0.007282095000846,8
"wine.data","fcbf",0.888888888888889,0.01505056998576,9
"wine.data","relieff",0.805555555555556,0.261847307003336,5
"wine.data","chisquare",0.888888888888889,0.005247399007203,5
"wine.data","cfs",0.916666666666667,0.088199054007419,9
"wine.data","multisurf",0.75,11.0228242970043,4
"wine.data","MI",0.916666666666667,0.029454585994245,7
"wine.data","mrmr",0.916666666666667,5.03493435500423,6
"wine.data","relief",0.722222222222222,0.012143822998041,2
