"File","MLP_macro","MLP_micro","MLP_weighted","LR_macro","LR_micro","LR_weighted","DT_macro","DT_micro","DT_weighted","SVC_macro","SVC_micro","SVC_weighted",
"/home/d19125691/Documents/Experiments/ontologyDCQ/FeatureSelectionRecommendation/optimalalphabeta/dfmrr_cont/dfmrr0.06_0.08.csv",0.216666666666667,0.342857142857143,0.377142857142857,0.222380952380952,0.4,0.461587301587302,0.245079365079365,0.4,0.471746031746032,0.162168093043669,0.285714285714286,0.372262453368444,0.444444444444444
"/home/d19125691/Documents/Experiments/ontologyDCQ/FeatureSelectionRecommendation/optimalalphabeta/dfmrr_cont/dfmrr0.02_0.1.csv",0.266594516594517,0.342857142857143,0.386270871985158,0.186557886557887,0.314285714285714,0.347652347652348,0.136321195144725,0.285714285714286,0.339975990396158,0.240935970347735,0.285714285714286,0.321255775037288,0.358926787498216
"/home/d19125691/Documents/Experiments/ontologyDCQ/FeatureSelectionRecommendation/optimalalphabeta/dfmrr_cont/dfmrr0.1_0.08.csv",0.141760413499544,0.342857142857143,0.378803804890761,0.271461964870099,0.514285714285714,0.579878447872838,0.118055555555556,0.314285714285714,0.347619047619048,0.242836528550814,0.428571428571429,0.464811379097093,0.519658513751882
"/home/d19125691/Documents/Experiments/ontologyDCQ/FeatureSelectionRecommendation/optimalalphabeta/dfmrr_cont/dfmrr0.08_0.1.csv",0.232478632478632,0.342857142857143,0.375091575091575,0.285119047619048,0.457142857142857,0.52530612244898,0.159003831417625,0.371428571428571,0.463382594417077,0.234392800182274,0.371428571428571,0.392845750740488,0.481943858002971
"/home/d19125691/Documents/Experiments/ontologyDCQ/FeatureSelectionRecommendation/optimalalphabeta/dfmrr_cont/dfmrr0.02_0.08.csv",0.201940035273369,0.285714285714286,0.332199546485261,0.132088862481019,0.257142857142857,0.290179101943808,0.113519091847265,0.257142857142857,0.32109685979655,0.285714285714286,0.342857142857143,0.348299319727891,0.341118669690098
"/home/d19125691/Documents/Experiments/ontologyDCQ/FeatureSelectionRecommendation/optimalalphabeta/dfmrr_cont/dfmrr0.08_0.08.csv",0.281755511569176,0.4,0.442454439969968,0.235374149659864,0.428571428571429,0.499319727891157,0.140836940836941,0.285714285714286,0.331659451659452,0.184194890077243,0.342857142857143,0.33569306510483,0.456781865477518
"/home/d19125691/Documents/Experiments/ontologyDCQ/FeatureSelectionRecommendation/optimalalphabeta/dfmrr_cont/dfmrr0.06_0.06.csv",0.343215994531784,0.371428571428571,0.39776063535462,0.223540372670807,0.371428571428571,0.431478260869565,0.183673469387755,0.285714285714286,0.303401360544218,0.189236111111111,0.314285714285714,0.347222222222222,0.400222489217586
"/home/d19125691/Documents/Experiments/ontologyDCQ/FeatureSelectionRecommendation/optimalalphabeta/dfmrr_cont/dfmrr0.04_0.0.csv",0.228333333333333,0.342857142857143,0.367619047619048,0.319652305366591,0.457142857142857,0.52151171579743,0.235930735930736,0.4,0.458874458874459,0.158653846153846,0.314285714285714,0.364835164835165,0.479176343938249
"/home/d19125691/Documents/Experiments/ontologyDCQ/FeatureSelectionRecommendation/optimalalphabeta/dfmrr_cont/dfmrr0.06_0.0.csv",0.126243250923558,0.257142857142857,0.277643811147647,0.247702297702298,0.428571428571429,0.497192807192807,0.183150183150183,0.371428571428571,0.433699633699634,0.262209445181581,0.342857142857143,0.36235013303567,0.453154623154623
"/home/d19125691/Documents/Experiments/ontologyDCQ/FeatureSelectionRecommendation/optimalalphabeta/dfmrr_cont/dfmrr0.1_0.1.csv",0.215225563909774,0.485714285714286,0.566165413533835,0.227799227799228,0.514285714285714,0.605662805662806,0.072948328267477,0.342857142857143,0.51063829787234,0.156898656898657,0.371428571428571,0.396511425082854,0.562037977827451
"/home/d19125691/Documents/Experiments/ontologyDCQ/FeatureSelectionRecommendation/optimalalphabeta/dfmrr_cont/dfmrr0.02_0.06.csv",0.245679012345679,0.371428571428571,0.432698412698413,0.157783145464305,0.257142857142857,0.294465148378192,0.040404040404041,0.171428571428571,0.25974025974026,0.103864734299517,0.2,0.243478260869565,0.366197377501725
"/home/d19125691/Documents/Experiments/ontologyDCQ/FeatureSelectionRecommendation/optimalalphabeta/dfmrr_cont/dfmrr0.04_0.04.csv",0.25,0.4,0.471428571428571,0.254141414141414,0.4,0.450770562770563,0.100711548987411,0.257142857142857,0.352052545155993,0.23489010989011,0.285714285714286,0.304552590266876,0.440733044733045
"/home/d19125691/Documents/Experiments/ontologyDCQ/FeatureSelectionRecommendation/optimalalphabeta/dfmrr_cont/dfmrr0.08_0.06.csv",0.23692645074224,0.371428571428571,0.404125698862541,0.194059853190288,0.4,0.46789384528515,0.238191632928475,0.428571428571429,0.480065548486601,0.195454545454545,0.314285714285714,0.335683364254793,0.458843607447726
"/home/d19125691/Documents/Experiments/ontologyDCQ/FeatureSelectionRecommendation/optimalalphabeta/dfmrr_cont/dfmrr0.0_0.04.csv",0.138015071348405,0.171428571428571,0.172731395588538,0.177587844254511,0.171428571428571,0.188327228327228,0.197751322751323,0.2,0.182312925170068,0.170629370629371,0.171428571428571,0.194925074925075,0.197558799225466
"/home/d19125691/Documents/Experiments/ontologyDCQ/FeatureSelectionRecommendation/optimalalphabeta/dfmrr_cont/dfmrr0.06_0.04.csv",0.125286478227655,0.228571428571429,0.250616610280476,0.238744588744589,0.371428571428571,0.416450216450216,0.10989010989011,0.285714285714286,0.382417582417582,0.203734671125975,0.285714285714286,0.295588469501513,0.39009879009879
