File,MLP_macro,MLP_micro,MLP_weighted,LR_macro,LR_micro,LR_weighted,DT_macro,DT_micro,DT_weighted,SVC_macro,SVC_micro,SVC_weighted
/home/d19125691/Documents/Experiments/ontologyDCQ/FeatureSelectionRecommendation/optimalalphabeta/dfmrr_bin/dfmrr0.06_0.08.csv,0.11385606874328678,0.2857142857142857,0.3770139634801289,0.12332675005486064,0.3142857142857143,0.41764318630678077,0.07705627705627706,0.20000000000000004,0.26891774891774894,0.125,0.3142857142857143,0.4142857142857143
/home/d19125691/Documents/Experiments/ontologyDCQ/FeatureSelectionRecommendation/optimalalphabeta/dfmrr_bin/dfmrr0.02_0.1.csv,0.06932773109243698,0.22857142857142856,0.3426170468187275,0.04651162790697674,0.22857142857142856,0.3720930232558139,0.08351158645276292,0.14285714285714285,0.16002037178507766,0.07242063492063491,0.20000000000000004,0.28662131519274375
/home/d19125691/Documents/Experiments/ontologyDCQ/FeatureSelectionRecommendation/optimalalphabeta/dfmrr_bin/dfmrr0.1_0.08.csv,0.11137288498607838,0.2857142857142857,0.38080959520239877,0.11054421768707483,0.2857142857142857,0.3826530612244898,0.09939975990396159,0.2571428571428571,0.3454501800720289,0.11005291005291006,0.2857142857142857,0.38391534391534393
/home/d19125691/Documents/Experiments/ontologyDCQ/FeatureSelectionRecommendation/optimalalphabeta/dfmrr_bin/dfmrr0.08_0.1.csv,0.08202323991797676,0.22857142857142856,0.31989063568010945,0.11255411255411255,0.2857142857142857,0.37835497835497833,0.16315850011502184,0.34285714285714286,0.41689671037497117,0.11255411255411255,0.2857142857142857,0.37835497835497833
/home/d19125691/Documents/Experiments/ontologyDCQ/FeatureSelectionRecommendation/optimalalphabeta/dfmrr_bin/dfmrr0.02_0.08.csv,0.07107843137254902,0.20000000000000004,0.2901960784313725,0.07963709677419355,0.22857142857142856,0.33294930875576034,0.04651162790697674,0.22857142857142856,0.3720930232558139,0.07963709677419355,0.22857142857142856,0.33294930875576034
/home/d19125691/Documents/Experiments/ontologyDCQ/FeatureSelectionRecommendation/optimalalphabeta/dfmrr_bin/dfmrr0.08_0.08.csv,0.08095238095238096,0.2571428571428571,0.38,0.12332675005486064,0.3142857142857143,0.41764318630678077,0.12554112554112556,0.3142857142857143,0.41212121212121217,0.125,0.3142857142857143,0.4142857142857143
/home/d19125691/Documents/Experiments/ontologyDCQ/FeatureSelectionRecommendation/optimalalphabeta/dfmrr_bin/dfmrr0.06_0.06.csv,0.12454212454212454,0.3142857142857143,0.41758241758241754,0.11964285714285716,0.3142857142857143,0.4246428571428572,0.05844155844155844,0.2571428571428571,0.40909090909090906,0.12075643654591024,0.3142857142857143,0.4232399179767601
/home/d19125691/Documents/Experiments/ontologyDCQ/FeatureSelectionRecommendation/optimalalphabeta/dfmrr_bin/dfmrr0.04_0.0.csv,0.10483573274270949,0.34285714285714286,0.48682170542635667,0.06984126984126984,0.3142857142857143,0.47492063492063497,0.16372247823860728,0.34285714285714286,0.431874039938556,0.06984126984126984,0.3142857142857143,0.47492063492063497
/home/d19125691/Documents/Experiments/ontologyDCQ/FeatureSelectionRecommendation/optimalalphabeta/dfmrr_bin/dfmrr0.06_0.0.csv,0.06832298136645963,0.3142857142857143,0.4782608695652174,0.0965986394557823,0.3142857142857143,0.444625850340136,0.06832298136645963,0.3142857142857143,0.4782608695652174,0.10483573274270949,0.34285714285714286,0.48682170542635667
/home/d19125691/Documents/Experiments/ontologyDCQ/FeatureSelectionRecommendation/optimalalphabeta/dfmrr_bin/dfmrr0.1_0.1.csv,0.09862433862433861,0.2571428571428571,0.3459047619047619,0.1214814814814815,0.3142857142857143,0.4204867724867725,0.13864468864468865,0.2857142857142857,0.3381684981684982,0.1214814814814815,0.3142857142857143,0.4204867724867725
/home/d19125691/Documents/Experiments/ontologyDCQ/FeatureSelectionRecommendation/optimalalphabeta/dfmrr_bin/dfmrr0.02_0.06.csv,0.09047619047619049,0.2857142857142857,0.40816326530612246,0.12166666666666667,0.20000000000000004,0.23542857142857143,0.11615435647943388,0.22857142857142856,0.265672584823403,0.08477011494252873,0.22857142857142856,0.31133004926108376
/home/d19125691/Documents/Experiments/ontologyDCQ/FeatureSelectionRecommendation/optimalalphabeta/dfmrr_bin/dfmrr0.04_0.04.csv,0.08134920634920635,0.2571428571428571,0.37142857142857144,0.05844155844155844,0.2571428571428571,0.40909090909090906,0.05844155844155844,0.2571428571428571,0.40909090909090906,0.1294144452039189,0.34285714285714286,0.46479835953520166
/home/d19125691/Documents/Experiments/ontologyDCQ/FeatureSelectionRecommendation/optimalalphabeta/dfmrr_bin/dfmrr0.08_0.06.csv,0.08652729384436701,0.2857142857142857,0.4156794425087108,0.13052721088435376,0.34285714285714286,0.450765306122449,0.05844155844155844,0.2571428571428571,0.40909090909090906,0.13203463203463203,0.34285714285714286,0.44805194805194803
/home/d19125691/Documents/Experiments/ontologyDCQ/FeatureSelectionRecommendation/optimalalphabeta/dfmrr_bin/dfmrr0.0_0.04.csv,0.08703703703703704,0.11428571428571428,0.13285714285714287,0.15185185185185185,0.17142857142857143,0.17333333333333334,0.12536075036075037,0.17142857142857143,0.18770871985157703,0.1537037037037037,0.17142857142857143,0.17904761904761904
/home/d19125691/Documents/Experiments/ontologyDCQ/FeatureSelectionRecommendation/optimalalphabeta/dfmrr_bin/dfmrr0.06_0.04.csv,0.15398886827458252,0.3142857142857143,0.3862708719851577,0.11729323308270678,0.2857142857142857,0.3723308270676692,0.1401360544217687,0.22857142857142856,0.24108843537414967,0.12075643654591024,0.3142857142857143,0.4232399179767601
