"File","MLP_macro","MLP_micro","MLP_weighted","LR_macro","LR_micro","LR_weighted","DT_macro","DT_micro","DT_weighted","SVC_macro","SVC_micro","SVC_weighted"
"/home/d19125691/Documents/Experiments/ontologyDCQ/FeatureSelectionRecommendation/optimalalphabeta/dearr_bin/dearr0.04_0.1.csv",0.143181941211498,0.314285714285714,0.340507768093975,0.072948328267477,0.342857142857143,0.51063829787234,0.192803437164339,0.314285714285714,0.325707124955245,0.071428571428572,0.285714285714286,0.4
"/home/d19125691/Documents/Experiments/ontologyDCQ/FeatureSelectionRecommendation/optimalalphabeta/dearr_bin/dearr0.02_0.06.csv",0.062003179650239,0.228571428571429,0.318782648194413,0.055555555555556,0.285714285714286,0.444444444444444,0.072767857142857,0.257142857142857,0.351530612244898,0.069602272727273,0.228571428571429,0.303246753246753
"/home/d19125691/Documents/Experiments/ontologyDCQ/FeatureSelectionRecommendation/optimalalphabeta/dearr_bin/dearr0.1_0.02.csv",0.206896551724138,0.428571428571429,0.520197044334975,0.235576923076923,0.485714285714286,0.586675824175824,0.194026284348865,0.4,0.478375149342891,0.220952380952381,0.457142857142857,0.552925170068027
"/home/d19125691/Documents/Experiments/ontologyDCQ/FeatureSelectionRecommendation/optimalalphabeta/dearr_bin/dearr0.02_0.04.csv",0.084239130434783,0.257142857142857,0.326708074534161,0.055555555555556,0.285714285714286,0.444444444444444,0.12203557312253,0.314285714285714,0.362619988706945,0.099929873772791,0.314285714285714,0.410098176718093
"/home/d19125691/Documents/Experiments/ontologyDCQ/FeatureSelectionRecommendation/optimalalphabeta/dearr_bin/dearr0.02_0.1.csv",0.046511627906977,0.228571428571429,0.372093023255814,0.046511627906977,0.228571428571429,0.372093023255814,0.046511627906977,0.228571428571429,0.372093023255814,0.042857142857143,0.171428571428571,0.264489795918367
"/home/d19125691/Documents/Experiments/ontologyDCQ/FeatureSelectionRecommendation/optimalalphabeta/dearr_bin/dearr0.0_0.02.csv",0.166022544283414,0.171428571428571,0.132132505175983,0.110693400167084,0.142857142857143,0.129645542427497,0.119433198380567,0.2,0.181897050318103,0.064814814814815,0.114285714285714,0.128571428571429
"/home/d19125691/Documents/Experiments/ontologyDCQ/FeatureSelectionRecommendation/optimalalphabeta/dearr_bin/dearr0.06_0.06.csv",0.156190476190476,0.314285714285714,0.393469387755102,0.166534914361001,0.342857142857143,0.4300395256917,0.28,0.4,0.465714285714286,0.166534914361001,0.342857142857143,0.4300395256917
"/home/d19125691/Documents/Experiments/ontologyDCQ/FeatureSelectionRecommendation/optimalalphabeta/dearr_bin/dearr0.08_0.1.csv",0.13048128342246,0.257142857142857,0.311382734912147,0.102127659574468,0.342857142857143,0.51063829787234,0.139495798319328,0.285714285714286,0.364945978391356,0.097297297297297,0.257142857142857,0.347490347490348
"/home/d19125691/Documents/Experiments/ontologyDCQ/FeatureSelectionRecommendation/optimalalphabeta/dearr_bin/dearr0.1_0.1.csv",0.095652173913044,0.314285714285714,0.464596273291926,0.102127659574468,0.342857142857143,0.51063829787234,0.179340659340659,0.314285714285714,0.36320251177394,0.225219941348974,0.4,0.46585672392124
"/home/d19125691/Documents/Experiments/ontologyDCQ/FeatureSelectionRecommendation/optimalalphabeta/dearr_bin/dearr0.06_0.02.csv",0.308994708994709,0.542857142857143,0.608919123204838,0.244289044289044,0.514285714285714,0.61032301032301,0.231434796140678,0.342857142857143,0.336650215641812,0.243518518518519,0.514285714285714,0.609259259259259
"/home/d19125691/Documents/Experiments/ontologyDCQ/FeatureSelectionRecommendation/optimalalphabeta/dearr_bin/dearr0.06_0.0.csv",0.227450980392157,0.514285714285714,0.627450980392157,0.240601503759398,0.514285714285714,0.612674543501611,0.114285714285714,0.4,0.571428571428571,0.215718157181572,0.485714285714286,0.590785907859079
"/home/d19125691/Documents/Experiments/ontologyDCQ/FeatureSelectionRecommendation/optimalalphabeta/dearr_bin/dearr0.1_0.0.csv",0.257411764705882,0.542857142857143,0.644033613445378,0.245647058823529,0.514285714285714,0.610420168067227,0.146352941176471,0.314285714285714,0.372436974789916,0.259047619047619,0.542857142857143,0.643809523809524
"/home/d19125691/Documents/Experiments/ontologyDCQ/FeatureSelectionRecommendation/optimalalphabeta/dearr_bin/dearr0.08_0.06.csv",0.207912087912088,0.371428571428571,0.424740973312402,0.220322580645161,0.371428571428571,0.423732718894009,0.182072829131653,0.371428571428571,0.460984393757503,0.2085,0.428571428571429,0.527142857142857
"/home/d19125691/Documents/Experiments/ontologyDCQ/FeatureSelectionRecommendation/optimalalphabeta/dearr_bin/dearr0.02_0.08.csv",0.065656565656566,0.2,0.27994227994228,0.099431818181818,0.2,0.225324675324675,0.046511627906977,0.228571428571429,0.372093023255814,0.066205533596838,0.171428571428571,0.221795595708639
"/home/d19125691/Documents/Experiments/ontologyDCQ/FeatureSelectionRecommendation/optimalalphabeta/dearr_bin/dearr0.06_0.08.csv",0.2125,0.371428571428571,0.435714285714286,0.192323232323232,0.314285714285714,0.355440115440115,0.208551724137931,0.4,0.497655172413793,0.152173913043478,0.314285714285714,0.397515527950311
"/home/d19125691/Documents/Experiments/ontologyDCQ/FeatureSelectionRecommendation/optimalalphabeta/dearr_bin/dearr0.0_0.0.csv",0.061111111111111,0.314285714285714,0.419047619047619,0.075,0.428571428571429,0.6,0.133333333333333,0.371428571428571,0.476190476190476,0.075,0.428571428571429,0.6
